#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-17T13:40:33 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-17T13:40:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AJ/152/157/table2&-out.max=10000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520157
#Name: J/AJ/152/157
#Title: Mass models for 175 disk galaxies with SPARC (Lelli+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/157	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/152/157	    IVOID of underlying data collection
#INFO	creator=Lelli F.	    First author or institution
#INFO	cites=bibcode:2016AJ....152..157L	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/157	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520157	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-10-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_152_157_table2:
#Name: J/AJ/152/157/table2
#Title: Mass models
#Column	Name	(a11)	Galaxy identifier	[ucd=meta.id;meta.main]
#Column	Dist	(F6.2)	[0.98/127.8] Assumed distance	[ucd=pos.distance;pos.heliocentric]
#Column	Rad	(F6.2)	[0.08/108.31] Galactocentric radius	[ucd=phys.size.radius;pos.galactocentric]
#Column	Vobs	(F6.2)	[1.4/383] Observed circular velocity (V_obs_)	[ucd=phys.veloc]
#Column	e_Vobs	(F5.2)	[0.2/75] Uncertainty in Vobs (1)	[ucd=stat.error]
#Column	Vgas	(F6.2)	[-17/87] Gas velocity contribution (V_gas_) (2)	[ucd=phys.veloc]
#Column	Vdisk	(F6.2)	[1/372] Disk velocity contribution V_disk_ (3)	[ucd=phys.veloc]
#Column	SBdisk	(F7.2)	[0/7394] Disk surface brightness {Sigma}_disk_	[ucd=phot.flux.sb]
Name	Dist	Rad	Vobs	e_Vobs	Vgas	Vdisk	SBdisk
UGC02953   	 16.50	  0.17	231.00	27.90	 -0.90	 23.29	2799.34
UGC02953   	 16.50	  0.26	231.00	16.40	 -0.97	 35.20	2729.19
UGC02953   	 16.50	  0.34	231.00	11.90	 -1.00	 45.31	2668.31
UGC02953   	 16.50	  0.43	232.00	 8.04	 -1.04	 56.16	2601.44
UGC02953   	 16.50	  0.51	232.00	 6.53	 -1.11	 65.37	2543.41
UGC02953   	 16.50	  0.60	232.00	 4.75	 -1.21	 75.35	2479.67
UGC02953   	 16.50	  0.69	232.00	 4.00	 -1.34	 84.97	2417.53
UGC02953   	 16.50	  0.77	233.00	 5.69	 -1.48	 93.17	2363.60
UGC02953   	 16.50	  0.86	233.00	 4.83	 -1.64	102.03	2304.36
UGC02953   	 16.50	  0.95	234.00	10.80	 -1.82	110.51	2246.61
UGC02953   	 16.50	  1.03	235.00	10.30	 -2.00	117.74	2196.50
UGC02953   	 16.50	  1.11	235.00	10.60	 -2.17	124.74	2147.50
UGC02953   	 16.50	  1.20	236.00	10.20	 -2.35	132.45	2093.68
UGC02953   	 16.50	  1.29	237.00	10.60	 -2.54	139.94	2041.21
UGC02953   	 16.50	  1.38	238.00	14.20	 -2.73	147.10	1990.06
UGC02953   	 16.50	  1.46	238.00	14.10	 -2.94	153.23	1945.67
UGC02953   	 16.50	  1.55	239.00	19.60	 -3.15	159.87	1896.90
UGC02953   	 16.50	  1.63	240.00	17.80	 -3.37	165.58	1854.59
UGC02953   	 16.50	  1.72	241.00	 7.14	 -3.59	171.83	1808.11
UGC02953   	 16.50	  1.80	242.00	11.90	 -3.81	177.21	1767.23
UGC02953   	 16.50	  1.89	243.00	10.90	 -4.02	183.03	1719.56
UGC02953   	 16.50	  1.98	244.00	17.60	 -4.24	188.55	1672.10
UGC02953   	 16.50	  2.07	246.00	11.40	 -4.48	193.82	1628.43
UGC02953   	 16.50	  2.15	247.00	12.90	 -4.72	198.33	1591.58
UGC02953   	 16.50	  2.23	248.00	15.40	 -4.99	202.68	1556.82
UGC02953   	 16.50	  2.32	249.00	17.60	 -5.25	207.44	1520.10
UGC02953   	 16.50	  2.40	251.00	24.00	 -5.52	211.55	1490.64
UGC02953   	 16.50	  2.49	252.00	10.10	 -5.80	216.16	1462.65
UGC02953   	 16.50	  2.58	253.00	12.00	 -6.06	220.83	1439.08
UGC02953   	 16.50	  2.67	254.00	 6.34	 -6.31	225.64	1415.29
UGC02953   	 16.50	  2.75	256.00	 6.22	 -6.56	230.00	1394.11
UGC02953   	 16.50	  2.83	257.00	 5.60	 -6.82	234.46	1373.66
UGC02953   	 16.50	  2.92	259.00	 8.73	 -7.07	239.57	1344.19
UGC02953   	 16.50	  3.00	260.00	 5.19	 -7.31	243.97	1311.28
UGC02953   	 16.50	  3.09	262.00	11.00	 -7.55	248.68	1269.31
UGC02953   	 16.50	  3.18	263.00	16.00	 -7.78	252.98	1224.91
UGC02953   	 16.50	  3.27	264.00	13.10	 -8.00	256.93	1182.82
UGC02953   	 16.50	  3.35	266.00	11.80	 -8.21	260.17	1144.53
UGC02953   	 16.50	  3.43	267.00	12.70	 -8.40	263.10	1105.43
UGC02953   	 16.50	  4.21	280.00	 5.52	 -9.93	282.25	 838.68
UGC02953   	 16.50	  4.29	282.00	 2.35	-10.07	283.70	 817.02
UGC02953   	 16.50	  4.38	283.00	 5.10	-10.20	285.12	 793.56
UGC02953   	 16.50	  4.47	285.00	 4.61	-10.32	286.54	 771.06
UGC02953   	 16.50	  4.80	290.00	10.80	-10.66	290.98	 698.48
UGC02953   	 16.50	  5.25	296.00	 2.85	-10.87	296.92	 618.22
UGC02953   	 16.50	  5.32	298.00	 1.92	-10.98	297.80	 605.44
UGC02953   	 16.50	  5.41	299.00	 4.29	-10.98	298.79	 589.09
UGC02953   	 16.50	  5.50	300.00	 4.92	-10.87	299.65	 572.85
UGC02953   	 16.50	  5.58	301.00	 2.24	-10.87	300.25	 558.57
UGC02953   	 16.50	  5.67	302.00	 4.59	-10.87	300.59	 543.65
UGC02953   	 16.50	  5.76	303.00	 5.07	-10.77	301.15	 529.17
UGC02953   	 16.50	  6.00	306.00	 7.89	-10.56	302.48	 492.68
UGC02953   	 16.50	  6.18	307.00	 4.41	-10.25	303.22	 468.31
UGC02953   	 16.50	  6.27	308.00	 3.20	-10.11	303.58	 458.48
UGC02953   	 16.50	  6.36	309.00	 6.66	 -9.94	303.97	 449.61
UGC02953   	 16.50	  6.45	310.00	 5.83	 -9.76	304.41	 441.70
UGC02953   	 16.50	  6.53	310.00	 3.83	 -9.58	304.83	 435.47
UGC02953   	 16.50	  6.61	311.00	 2.41	 -9.37	305.34	 430.01
UGC02953   	 16.50	  6.70	312.00	 1.25	 -9.15	306.03	 424.77
UGC02953   	 16.50	  6.79	312.00	 3.61	 -8.91	306.85	 417.48
UGC02953   	 16.50	  6.87	313.00	13.80	 -8.64	307.19	 408.19
UGC02953   	 16.50	  6.96	313.00	 4.58	 -8.36	307.95	 397.12
UGC02953   	 16.50	  7.05	314.00	 3.05	 -8.05	308.63	 385.39
UGC02953   	 16.50	  7.20	315.00	 1.38	 -7.43	309.44	 364.37
UGC02953   	 16.50	  7.39	316.00	 0.75	 -6.59	309.73	 335.10
UGC02953   	 16.50	  7.47	316.00	 8.57	 -6.16	309.53	 325.32
UGC02953   	 16.50	  7.99	318.00	 1.36	 -2.38	307.52	 288.76
UGC02953   	 16.50	  8.08	318.00	16.00	 -0.67	307.34	 285.24
UGC02953   	 16.50	  8.16	318.00	 5.50	  2.00	307.11	 282.80
UGC02953   	 16.50	  8.25	319.00	 2.94	  2.92	307.22	 276.89
UGC02953   	 16.50	  8.34	319.00	 1.74	  3.49	307.32	 270.93
UGC02953   	 16.50	  8.40	319.00	 2.20	  3.85	307.36	 266.95
UGC02953   	 16.50	  9.59	319.00	 3.23	  7.94	304.71	 195.24
UGC02953   	 16.50	 10.80	317.00	 4.08	 12.02	299.89	 155.37
UGC02953   	 16.50	 12.02	312.00	 2.62	 17.77	298.77	 118.88
UGC02953   	 16.50	 13.22	308.00	 0.76	 22.79	295.36	  82.40
UGC02953   	 16.50	 14.42	303.00	 1.86	 24.88	287.38	  50.37
UGC02953   	 16.50	 15.63	298.00	 1.34	 24.46	274.79	  30.81
UGC02953   	 16.50	 16.83	296.00	 1.41	 24.25	262.23	  22.51
UGC02953   	 16.50	 18.03	294.00	 1.15	 25.92	253.58	  18.71
UGC02953   	 16.50	 19.23	294.00	 0.59	 28.33	245.50	  12.92
UGC02953   	 16.50	 20.43	294.00	 0.50	 31.05	237.34	   9.23
UGC02953   	 16.50	 21.64	292.00	 1.21	 33.56	229.62	   6.57
UGC02953   	 16.50	 22.84	290.00	 1.21	 34.91	222.49	   4.66
UGC02953   	 16.50	 24.04	287.00	 0.81	 34.60	215.84	   3.32
UGC02953   	 16.50	 25.24	283.00	 1.08	 32.72	209.67	   2.37
UGC02953   	 16.50	 26.44	279.00	 1.87	 31.05	203.93	   1.69
UGC02953   	 16.50	 27.65	276.00	 1.55	 30.52	198.57	   1.20
UGC02953   	 16.50	 28.85	273.00	 1.90	 30.21	193.62	   0.86
UGC02953   	 16.50	 30.05	271.00	 1.12	 30.00	189.02	   0.61
UGC02953   	 16.50	 31.25	270.00	 1.41	 30.73	184.73	   0.43
UGC02953   	 16.50	 32.34	268.00	 1.76	 31.88	181.07	   0.32
UGC02953   	 16.50	 33.55	267.00	 1.81	 33.03	177.28	   0.23
UGC02953   	 16.50	 34.75	266.00	 2.18	 33.45	173.75	   0.16
UGC02953   	 16.50	 35.95	265.00	 3.01	 33.24	170.44	   0.12
UGC02953   	 16.50	 37.15	264.00	 2.04	 32.93	167.32	   0.08
UGC02953   	 16.50	 38.35	264.00	 1.58	 32.82	164.38	   0.06
UGC02953   	 16.50	 39.56	264.00	 3.23	 33.03	161.57	   0.04
UGC02953   	 16.50	 40.76	264.00	 2.94	 33.76	158.94	   0.03
UGC02953   	 16.50	 41.96	264.00	 1.62	 34.29	156.44	   0.02
UGC02953   	 16.50	 43.16	264.00	 2.15	 34.29	154.06	   0.02
UGC02953   	 16.50	 44.36	262.00	 4.45	 34.08	151.79	   0.01
UGC02953   	 16.50	 45.57	260.00	 7.43	 34.39	149.61	   0.01
UGC02953   	 16.50	 46.77	258.00	 7.22	 34.81	147.54	   0.01
UGC02953   	 16.50	 47.97	257.00	 5.37	 34.81	145.56	   0.00
UGC02953   	 16.50	 49.17	258.00	 5.43	 34.60	143.67	   0.00
UGC02953   	 16.50	 50.37	260.00	 6.47	 34.60	141.84	   0.00
UGC02953   	 16.50	 51.58	263.00	 5.75	 34.60	140.10	   0.00
UGC02953   	 16.50	 52.78	265.00	 5.54	 34.18	138.41	   0.00
UGC02953   	 16.50	 53.98	266.00	 4.43	 33.56	136.79	   0.00
UGC02953   	 16.50	 55.18	266.00	 4.71	 33.14	135.22	   0.00
UGC02953   	 16.50	 57.59	262.00	 5.28	 32.72	132.24	   0.00
UGC02953   	 16.50	 59.99	263.00	 4.70	 31.36	129.47	   0.00
UGC02953   	 16.50	 62.39	272.00	 5.04	 30.52	126.87	   0.00
UGC03205   	 50.00	  0.28	107.00	30.20	 -1.60	 13.69	 618.49
UGC03205   	 50.00	  0.55	121.00	15.60	 -2.32	 26.00	 603.26
UGC03205   	 50.00	  0.83	134.00	 8.69	 -3.04	 37.95	 587.86
UGC03205   	 50.00	  1.39	157.00	12.50	 -4.39	 60.02	 558.23
UGC03205   	 50.00	  1.65	168.00	11.70	 -4.98	 69.62	 544.98
UGC03205   	 50.00	  3.04	207.00	 8.04	 -7.06	115.86	 470.23
UGC03205   	 50.00	  3.32	213.00	 6.53	 -7.33	124.12	 462.95
UGC03205   	 50.00	  3.59	218.00	11.20	 -7.54	132.68	 455.55
UGC03205   	 50.00	  3.87	222.00	 6.05	 -7.69	142.15	 450.84
UGC03205   	 50.00	  4.15	226.00	 5.41	 -7.79	153.48	 445.20
UGC03205   	 50.00	  4.43	229.00	 5.96	 -7.83	164.20	 417.46
UGC03205   	 50.00	  4.70	232.00	 7.41	 -7.81	172.50	 387.64
UGC03205   	 50.00	  4.97	234.00	 6.10	 -7.72	178.86	 357.56
UGC03205   	 50.00	  5.25	235.00	 3.89	 -7.58	184.40	 339.44
UGC03205   	 50.00	  5.52	236.00	 9.03	 -7.35	190.48	 324.46
UGC03205   	 50.00	  5.80	237.00	10.00	 -7.05	196.76	 303.79
UGC03205   	 50.00	  6.08	237.00	 7.36	 -6.70	202.21	 281.08
UGC03205   	 50.00	  6.36	237.00	10.20	 -6.27	207.12	 256.11
UGC03205   	 50.00	  6.63	236.00	10.40	 -5.76	210.37	 231.86
UGC03205   	 50.00	  6.91	236.00	 5.83	 -5.16	212.88	 209.52
UGC03205   	 50.00	  7.19	235.00	 5.43	 -4.56	214.54	 188.62
UGC03205   	 50.00	  7.27	234.00	 8.36	 -4.39	214.82	 183.32
UGC03205   	 50.00	  7.46	234.00	 7.88	 -3.95	215.36	 171.57
UGC03205   	 50.00	  8.02	231.00	 8.17	  1.42	216.46	 142.56
UGC03205   	 50.00	  8.29	229.00	 5.82	  3.82	216.57	 129.68
UGC03205   	 50.00	  8.56	228.00	 7.21	  5.49	216.49	 117.85
UGC03205   	 50.00	  8.84	226.00	18.20	  7.01	215.92	 106.56
UGC03205   	 50.00	  9.12	224.00	 9.11	  8.51	215.26	  96.24
UGC03205   	 50.00	  9.69	221.00	 5.56	 11.96	213.03	  78.11
UGC03205   	 50.00	 12.11	216.00	 3.21	 24.01	197.34	  33.45
UGC03205   	 50.00	 14.58	220.00	 1.89	 33.03	180.81	  16.19
UGC03205   	 50.00	 14.68	220.00	 7.66	 33.34	180.14	  15.84
UGC03205   	 50.00	 15.20	221.00	 9.52	 34.96	176.93	  14.51
UGC03205   	 50.00	 15.50	221.00	13.60	 35.77	175.40	  13.84
UGC03205   	 50.00	 15.71	221.00	 8.15	 36.68	174.35	  13.25
UGC03205   	 50.00	 16.02	221.00	 4.11	 37.49	172.90	  12.42
UGC03205   	 50.00	 16.32	221.00	 5.37	 38.30	171.46	  11.67
UGC03205   	 50.00	 16.53	221.00	 5.06	 39.11	170.51	  11.18
UGC03205   	 50.00	 16.84	221.00	11.40	 39.92	169.21	  10.50
UGC03205   	 50.00	 16.94	221.00	 2.56	 40.33	168.81	  10.27
UGC03205   	 50.00	 19.40	218.00	 1.70	 47.22	157.90	   4.85
UGC03205   	 50.00	 21.77	216.00	 1.13	 52.28	148.59	   2.49
UGC03205   	 50.00	 24.23	215.00	 1.77	 54.82	138.99	   0.86
UGC03205   	 50.00	 26.69	212.00	 2.47	 55.53	130.82	   0.40
UGC03205   	 50.00	 29.06	208.00	 1.44	 54.01	124.32	   0.19
UGC03205   	 50.00	 31.52	209.00	 2.88	 51.78	118.54	   0.09
UGC03205   	 50.00	 36.34	220.00	 4.09	 47.22	109.34	   0.02
UGC03205   	 50.00	 40.04	220.00	 6.32	 42.76	103.66	   0.00
UGC03546   	 28.70	  0.63	262.00	73.60	 -0.79	 82.82	1981.83
UGC03546   	 28.70	  0.79	250.00	55.50	 -0.85	 98.90	1833.29
UGC03546   	 28.70	  0.95	241.00	42.90	 -0.88	113.48	1695.88
UGC03546   	 28.70	  1.11	234.00	31.90	 -0.87	126.74	1568.78
UGC03546   	 28.70	  1.27	228.00	28.80	 -0.80	138.83	1451.19
UGC03546   	 28.70	  1.43	225.00	24.20	 -0.68	149.76	1332.14
UGC03546   	 28.70	  1.59	222.00	12.20	 -0.44	159.73	1252.07
UGC03546   	 28.70	  1.90	221.00	 6.34	  0.78	176.94	1066.65
UGC03546   	 28.70	  2.06	221.00	12.20	  1.08	185.04	 987.42
UGC03546   	 28.70	  2.22	222.00	16.90	  1.32	192.44	 907.47
UGC03546   	 28.70	  2.38	222.00	26.00	  1.56	199.32	 828.95
UGC03546   	 28.70	  2.79	221.00	13.10	  2.09	211.11	 608.92
UGC03546   	 28.70	  2.86	221.00	11.80	  2.18	212.46	 578.56
UGC03546   	 28.70	  3.02	220.00	22.90	  2.37	214.79	 513.59
UGC03546   	 28.70	  4.17	205.00	 8.45	  2.86	211.54	 210.33
UGC03546   	 28.70	  5.56	190.00	13.30	 -1.54	194.36	 128.85
UGC03546   	 28.70	  6.96	190.00	 8.87	 -5.89	186.95	  94.62
UGC03546   	 28.70	  8.35	198.00	 3.19	 -6.18	182.36	  73.26
UGC03546   	 28.70	  9.73	204.00	 2.56	  5.96	181.71	  49.74
UGC03546   	 28.70	 11.14	204.00	 1.09	 14.87	174.04	  28.48
UGC03546   	 28.70	 12.51	201.00	 0.57	 22.04	166.83	  22.20
UGC03546   	 28.70	 13.88	203.00	 0.75	 28.09	161.75	  16.63
UGC03546   	 28.70	 15.35	202.00	 0.89	 32.20	157.11	  10.43
UGC03546   	 28.70	 16.72	198.00	 1.58	 34.45	151.02	   5.62
UGC03546   	 28.70	 18.08	195.00	 1.50	 34.96	144.44	   2.73
UGC03546   	 28.70	 19.45	194.00	 2.16	 34.55	137.88	   1.14
UGC03546   	 28.70	 20.92	192.00	 6.21	 33.63	131.28	   0.00
UGC03546   	 28.70	 22.92	190.00	 3.14	 31.78	123.21	   0.00
UGC03546   	 28.70	 25.02	191.00	14.60	 29.63	116.76	   0.00
UGC03546   	 28.70	 29.23	193.00	18.60	 26.35	106.80	   0.00
UGC03580   	 20.70	  0.11	 56.20	28.50	 -1.03	 10.27	 655.22
UGC03580   	 20.70	  0.23	 64.60	22.70	 -1.23	 20.21	 599.52
UGC03580   	 20.70	  0.34	 70.20	17.20	 -1.32	 28.30	 552.64
UGC03580   	 20.70	  0.46	 71.60	11.70	 -1.38	 36.17	 505.66
UGC03580   	 20.70	  0.57	 71.00	11.30	 -1.41	 42.64	 466.11
UGC03580   	 20.70	  0.69	 69.00	 9.37	 -1.36	 48.95	 426.49
UGC03580   	 20.70	  0.80	 67.70	 6.23	 -1.23	 54.16	 393.14
UGC03580   	 20.70	  0.92	 66.90	 4.00	 -0.91	 59.24	 359.72
UGC03580   	 20.70	  1.03	 66.60	 3.10	  0.49	 63.40	 331.59
UGC03580   	 20.70	  1.14	 66.80	 3.02	  1.27	 67.15	 305.66
UGC03580   	 20.70	  1.26	 67.40	 3.09	  1.89	 70.78	 279.67
UGC03580   	 20.70	  1.37	 68.30	 2.71	  2.47	 73.73	 257.80
UGC03580   	 20.70	  1.49	 69.60	 2.75	  2.98	 76.63	 239.14
UGC03580   	 20.70	  1.61	 71.20	 2.61	  3.52	 79.45	 221.75
UGC03580   	 20.70	  1.71	 72.90	 4.09	  4.06	 81.60	 205.51
UGC03580   	 20.70	  1.83	 74.90	 6.17	  4.62	 83.69	 183.40
UGC03580   	 20.70	  1.94	 77.00	 7.74	  5.19	 85.04	 167.21
UGC03580   	 20.70	  2.06	 79.20	 5.36	  5.77	 86.25	 154.41
UGC03580   	 20.70	  2.18	 81.40	 6.34	  6.34	 87.49	 146.81
UGC03580   	 20.70	  2.29	 83.60	 2.03	  6.95	 88.91	 140.69
UGC03580   	 20.70	  2.40	 85.70	 1.94	  7.56	 90.40	 131.91
UGC03580   	 20.70	  2.52	 87.80	 1.70	  8.20	 91.90	 120.79
UGC03580   	 20.70	  2.63	 89.70	 2.16	  8.89	 92.95	 108.91
UGC03580   	 20.70	  2.75	 91.40	 1.88	  9.58	 93.65	  96.05
UGC03580   	 20.70	  2.86	 92.80	 3.36	 10.31	 93.97	  86.65
UGC03580   	 20.70	  2.98	 94.10	 1.40	 11.11	 94.10	  77.70
UGC03580   	 20.70	  3.09	 95.20	 5.51	 11.94	 93.98	  70.44
UGC03580   	 20.70	  3.20	 96.10	 6.23	 12.77	 93.74	  64.18
UGC03580   	 20.70	  4.52	 97.40	 2.30	 19.31	 88.08	  28.91
UGC03580   	 20.70	  4.69	 96.90	11.70	 19.73	 87.36	  26.51
UGC03580   	 20.70	  6.03	 96.80	 2.30	 22.95	 81.50	  14.16
UGC03580   	 20.70	  7.53	105.00	 1.02	 26.37	 76.78	   8.19
UGC03580   	 20.70	  8.58	110.00	 7.12	 28.87	 73.00	   5.41
UGC03580   	 20.70	  8.70	110.00	 5.26	 29.07	 72.69	   5.18
UGC03580   	 20.70	  8.82	110.00	 5.16	 29.38	 72.31	   4.95
UGC03580   	 20.70	  9.03	111.00	 0.82	 29.90	 71.64	   4.58
UGC03580   	 20.70	  9.05	111.00	 7.81	 29.90	 71.58	   4.54
UGC03580   	 20.70	 10.53	112.00	 1.43	 33.33	 67.30	   2.67
UGC03580   	 20.70	 12.07	112.00	 1.21	 36.03	 63.57	   1.50
UGC03580   	 20.70	 13.58	114.00	 1.35	 37.90	 59.74	   0.69
UGC03580   	 20.70	 15.09	118.00	 1.36	 39.04	 56.25	   0.37
UGC03580   	 20.70	 16.60	122.00	 1.44	 39.66	 53.26	   0.20
UGC03580   	 20.70	 18.11	125.00	 1.64	 40.08	 50.67	   0.11
UGC03580   	 20.70	 19.62	128.00	 1.97	 40.18	 48.42	   0.06
UGC03580   	 20.70	 21.02	131.00	 1.81	 39.87	 46.57	   0.03
UGC03580   	 20.70	 24.04	127.00	 1.93	 37.17	 43.23	   0.01
UGC03580   	 20.70	 27.06	124.00	 1.92	 34.89	 40.56	   0.00
UGC04278   	  9.51	  0.14	  5.23	 5.31	 -0.97	  4.32	  79.35
UGC04278   	  9.51	  0.42	 15.40	 7.78	  0.23	 11.34	  66.89
UGC04278   	  9.51	  0.69	 24.40	 4.00	  3.77	 17.59	  63.43
UGC04278   	  9.51	  0.97	 32.10	 4.00	  5.25	 23.49	  52.56
UGC04278   	  9.51	  1.25	 34.60	 4.00	  5.18	 27.96	  40.76
UGC04278   	  9.51	  1.52	 37.90	 4.00	 -5.25	 30.30	  26.46
UGC04278   	  9.51	  1.80	 40.50	 4.00	 -9.36	 30.65	  21.33
UGC04278   	  9.51	  2.07	 43.00	 4.00	 -9.36	 30.82	  17.73
UGC04278   	  9.51	  2.35	 45.10	 4.00	 -7.81	 31.07	  15.71
UGC04278   	  9.51	  2.63	 45.60	 4.00	 -5.60	 31.29	  14.32
UGC04278   	  9.51	  2.91	 49.20	13.00	 -4.88	 31.96	  13.15
UGC04278   	  9.51	  3.19	 50.30	 4.00	 -6.06	 32.66	  11.82
UGC04278   	  9.51	  3.46	 53.70	 4.19	 -7.65	 33.34	  10.46
UGC04278   	  9.51	  3.74	 58.00	 7.53	 -8.90	 33.79	   9.02
UGC04278   	  9.51	  4.01	 64.40	 4.00	 -9.52	 33.93	   7.85
UGC04278   	  9.51	  4.29	 67.50	 4.00	-10.37	 34.12	   7.26
UGC04278   	  9.51	  4.57	 71.30	 4.00	 -8.76	 34.51	   6.60
UGC04278   	  9.51	  4.85	 75.60	 4.00	  1.41	 34.99	   5.83
UGC04278   	  9.51	  5.13	 80.00	 4.00	  9.52	 35.27	   4.74
UGC04278   	  9.51	  5.40	 82.80	 4.00	 17.13	 35.21	   4.00
UGC04278   	  9.51	  5.68	 84.80	15.70	 23.98	 35.26	   3.57
UGC04278   	  9.51	  5.86	 86.30	16.80	 27.31	 35.38	   3.09
UGC04278   	  9.51	  6.36	 90.20	 8.07	 36.83	 34.91	   1.48
UGC04278   	  9.51	  6.51	 91.30	 4.00	 39.02	 34.54	   1.14
UGC04278   	  9.51	  6.69	 92.80	 8.75	 38.64	 34.02	   0.79
UGC04305   	  3.45	  0.25	  3.17	 3.22	 -1.04	  6.45	  73.77
UGC04305   	  3.45	  0.50	 10.50	 3.32	 -3.35	 13.17	  58.74
UGC04305   	  3.45	  0.75	 17.50	 4.47	  4.05	 18.27	  53.03
UGC04305   	  3.45	  1.00	 22.70	 4.96	  4.85	 24.79	  53.05
UGC04305   	  3.45	  1.26	 29.70	 5.29	  6.16	 29.98	  33.12
UGC04305   	  3.45	  1.50	 34.50	 4.70	  7.83	 30.56	  23.92
UGC04305   	  3.45	  1.76	 36.00	 3.51	  8.37	 30.97	  17.24
UGC04305   	  3.45	  2.01	 37.30	 3.45	  8.40	 29.96	  13.58
UGC04305   	  3.45	  2.26	 35.60	 3.57	 10.27	 30.04	  14.97
UGC04305   	  3.45	  2.51	 34.90	 3.88	 11.89	 31.48	  13.82
UGC04305   	  3.45	  2.76	 32.70	 3.27	 15.11	 33.07	  11.76
UGC04305   	  3.45	  3.01	 32.80	 3.21	 17.63	 34.11	   8.80
UGC04305   	  3.45	  3.27	 33.20	 3.21	 19.74	 33.92	   5.53
UGC04305   	  3.45	  3.51	 32.10	 3.23	 22.06	 33.27	   4.03
UGC04305   	  3.45	  3.76	 30.10	 3.16	 23.37	 32.39	   2.74
UGC04305   	  3.45	  4.02	 32.30	 3.16	 24.68	 31.18	   1.92
UGC04305   	  3.45	  4.26	 33.60	 3.12	 25.38	 30.16	   1.67
UGC04305   	  3.45	  4.52	 35.10	 3.12	 25.99	 29.51	   1.74
UGC04305   	  3.45	  4.77	 35.30	 3.12	 26.59	 29.25	   1.45
UGC04305   	  3.45	  5.02	 35.20	 3.13	 26.90	 29.10	   1.14
UGC04305   	  3.45	  5.27	 34.60	 3.11	 27.20	 28.04	   0.00
UGC04305   	  3.45	  5.52	 33.00	 3.11	 27.30	 26.80	   0.00
UGC04325   	  9.60	  0.70	 41.30	 3.05	  2.87	 20.97	  87.42
UGC04325   	  9.60	  1.40	 68.70	 3.07	  6.75	 32.22	  61.10
UGC04325   	  9.60	  2.09	 83.80	 3.05	 14.14	 40.91	  42.17
UGC04325   	  9.60	  2.79	 88.70	 3.05	 20.18	 46.75	  29.93
UGC04325   	  9.60	  3.49	 90.10	 3.05	 24.08	 50.10	  17.39
UGC04325   	  9.60	  4.19	 91.60	 3.05	 26.71	 49.34	   9.83
UGC04325   	  9.60	  4.89	 92.70	 3.05	 28.08	 47.94	   4.64
UGC04325   	  9.60	  5.59	 91.50	 3.05	 29.25	 45.47	   1.75
UGC04483   	  3.34	  0.08	  5.11	 2.79	  1.47	  3.91	  41.70
UGC04483   	  3.34	  0.24	 10.80	 1.94	  4.46	  8.92	  19.51
UGC04483   	  3.34	  0.40	 17.30	 1.56	  7.28	  9.95	   6.19
UGC04483   	  3.34	  0.57	 20.80	 1.25	  9.38	  9.70	   2.73
UGC04483   	  3.34	  0.73	 20.80	 1.62	 10.63	  9.13	   1.13
UGC04483   	  3.34	  0.89	 22.90	 1.76	 11.34	  8.44	   0.46
UGC04483   	  3.34	  1.05	 24.30	 2.23	 11.95	  7.79	   0.19
UGC04483   	  3.34	  1.21	 24.20	 1.23	 12.36	  7.22	   0.00
UGC04499   	 12.50	  0.91	 26.00	 4.10	 -3.26	 30.14	  60.69
UGC04499   	 12.50	  1.82	 45.10	 3.02	  5.75	 35.45	  25.56
UGC04499   	 12.50	  2.73	 57.00	 2.97	 15.79	 36.37	  15.15
UGC04499   	 12.50	  3.63	 62.00	 2.85	 22.36	 38.25	   9.97
UGC04499   	 12.50	  4.55	 66.90	 2.75	 25.59	 37.10	   5.38
UGC04499   	 12.50	  5.45	 70.60	 2.86	 27.95	 35.74	   3.28
UGC04499   	 12.50	  6.37	 72.80	 2.66	 28.63	 34.29	   2.46
UGC04499   	 12.50	  7.28	 73.30	 2.66	 31.18	 33.63	   1.53
UGC04499   	 12.50	  8.18	 74.30	 2.67	 32.26	 33.14	   0.00
